id,product_unit_id,actor_id,actor_organization_id,event_type,location_label,latitude,longitude,timestamp,event_hash,previous_event_hash,tx_hash,chain_status,idempotency_key,metadata,created_at
128,26,1,10,shipped,Rotterdam Distribution Hub,51.9244,4.4777,2024-05-24 20:00:00+00,f465515a2463dc9be91ee865d886717b7e63b4479b32703c37f13a8071547cb9,b4599f19989037e777ee844700493245a352c13769163f0605ad8fc0e9a88bbe,0xe96d2fe329233ab2c13c22e12d7855317fc2ae2559746c5494369cc083152fee,confirmed,unit-26-shipped-20240524T200000-3068,"{""carrier"": ""Maersk"", ""container_id"": ""CNT691364""}",2024-05-24 20:01:00+00
129,26,7,8,received,Sao Paulo Depot,-23.5505,-46.6333,2024-05-26 12:00:00+00,4b74f21aa783f599f6ae3cff0629cd018e8d3adc11d423b840abe0b5eadac9e5,f465515a2463dc9be91ee865d886717b7e63b4479b32703c37f13a8071547cb9,0x418ec577e97e3f4607eaa53f9c8d40387a72fc33b6d6762a517074ab1ad18896,confirmed,unit-26-received-20240526T120000-7043,"{""dock"": ""D20"", ""condition"": ""good""}",2024-05-26 12:05:00+00
130,26,6,3,manufactured,Singapore Logistics Hub,1.3521,103.8198,2024-06-14 07:00:00+00,6cf9bdd1f96a15dce4ed2d3b21eec0d9993aa9128fd34fe0afbdb196c86c4757,0000000000000000000000000000000000000000000000000000000000000000,0x10dd3b4de16a45b22f96b18cd0020ffab7861e30c57913032a1dab79e9e86ce7,confirmed,unit-26-manufactured-20240614T070000-7284,{},2024-06-14 07:03:00+00
131,27,5,5,received,Dallas Retail Store #12,32.7767,-96.797,2024-04-04 17:00:00+00,42202e6503d1236200e234cd08cf5382a9d9955b7d7d817c2561120ed4124b6e,8c45cc2536418ef3826afda4c2b87d9fabf8e0ebdc632dac145845ad4218245e,0xb5b085e6dbd5c8766bbb8ffa0d84a520de472a152ebfaba8c39398c4d9a10d54,confirmed,unit-27-received-20240404T170000-4692,{},2024-04-04 17:01:00+00
132,27,25,1,sold,Chicago Regional Warehouse,41.8781,-87.6298,2024-04-15 02:00:00+00,8c45cc2536418ef3826afda4c2b87d9fabf8e0ebdc632dac145845ad4218245e,bdd1d6d6c4c04309a7f51b95664558da4e44f0777becfe8489d321f8ab112940,0x3060f57c7ee6c835f4fb573403568864d8f7ccc2c3f4b320ba47d86f5b43fac7,confirmed,unit-27-sold-20240415T020000-1550,{},2024-04-15 02:01:00+00
133,27,14,4,inspected,Dallas Retail Store #12,32.7767,-96.797,2024-09-13 19:00:00+00,bdd1d6d6c4c04309a7f51b95664558da4e44f0777becfe8489d321f8ab112940,568803cf411f512f59e4429fdd79884ac84d7f3f11b2f14c83935f084a69d6c6,0xf3b8647e875a2ebe6b08593a46f3877cc19d7dd115e55f723ae503ccde083a9b,confirmed,unit-27-inspected-20240913T190000-2020,{},2024-09-13 19:02:00+00
134,27,21,4,inspected,Los Angeles Port Terminal,33.7406,-118.2706,2024-12-28 04:00:00+00,27332efd3b617bcedd7371acceb904f427dd7410620da62577c77e67b1d8e384,42202e6503d1236200e234cd08cf5382a9d9955b7d7d817c2561120ed4124b6e,0x88a8f5a80c93cc47f0093244bf4ef78f444dcb61da633b6a9779b77f3570495f,confirmed,unit-27-inspected-20241228T040000-9285,{},2024-12-28 04:02:00+00
135,27,6,6,inspected,New York Fulfillment Center,40.7128,-74.006,2025-01-04 10:00:00+00,568803cf411f512f59e4429fdd79884ac84d7f3f11b2f14c83935f084a69d6c6,0000000000000000000000000000000000000000000000000000000000000000,0x1658a01f735828ff74569c9e3379a97fc4ab3d156e08688a4d70584e895cf94d,confirmed,unit-27-inspected-20250104T100000-3610,{},2025-01-04 10:02:00+00
136,27,6,5,manufactured,Los Angeles Port Terminal,33.7406,-118.2706,2025-02-02 00:00:00+00,fa0b5fcdc0dacdb853e457b9770b03a580312e5e145799ea08b59ecb7bae6a8e,0000000000000000000000000000000000000000000000000000000000000000,0x42965282d5610216ee32653e44783d116bf7ec67945d5ff312691bb122162928,confirmed,unit-27-manufactured-20250202T000000-6111,"{""batch_no"": ""B7149"", ""line"": ""B""}",2025-02-02 00:03:00+00
137,28,19,4,manufactured,Los Angeles Port Terminal,33.7406,-118.2706,2024-02-08 00:00:00+00,776b176bb3e362bc6b3c35e26fd9f6527a4afffc72f4ce8cc993dd0fbb38dbe1,0000000000000000000000000000000000000000000000000000000000000000,0x60fa8f3e103732bf73adc194858412c04643692f25280646b1b6252a51c27e2f,confirmed,unit-28-manufactured-20240208T000000-2983,"{""batch_no"": ""B1672"", ""line"": ""B""}",2024-02-08 00:01:00+00
138,28,18,7,inspected,Tokyo QA Lab,35.6762,139.6503,2024-02-10 03:00:00+00,191091de79d864b846b21dad35dfa888db6f1ed067b0f10d198cf62ab8fe5c29,776b176bb3e362bc6b3c35e26fd9f6527a4afffc72f4ce8cc993dd0fbb38dbe1,0xf0de83cbd85a0e9745117d98e17e5984cb392ea9b071c04579d2dd7709c176ed,confirmed,unit-28-inspected-20240210T030000-2129,"{""inspector_notes"": ""minor defect noted"", ""score"": 85.2}",2024-02-10 03:00:00+00
139,28,16,1,sold,Hamburg Container Yard,53.5511,9.9937,2025-04-27 20:00:00+00,48dd9a4e174708494c083bacf13bb4084c97ba23d5756b18ac5bce651a6759cb,0000000000000000000000000000000000000000000000000000000000000000,0xd15cf7c25c283fffe2184f6734d4524af3767892839145403cc3a46d9c9967e6,confirmed,unit-28-sold-20250427T200000-9592,{},2025-04-27 20:01:00+00
140,29,22,9,received,Hamburg Container Yard,53.5511,9.9937,2024-03-06 17:00:00+00,fe1a7b574f2e1626cb5b6968cb7103e7b764354c306b42247db3c6a0794017d5,164bddbaac08fb6af1776c1165d55e224d44f90dedf62a423089779db6d4250d,0xb95de0772d8e078511d913574589f578ebcbe2bdae85a48857978365ac6210e1,confirmed,unit-29-received-20240306T170000-3981,{},2024-03-06 17:03:00+00
141,29,23,8,inspected,Los Angeles Port Terminal,33.7406,-118.2706,2025-02-18 21:00:00+00,164bddbaac08fb6af1776c1165d55e224d44f90dedf62a423089779db6d4250d,0000000000000000000000000000000000000000000000000000000000000000,0x2aada989f97b6a6077111649bca5b52fbd4e1d5deed0da1a8671588d3d5e3b83,confirmed,unit-29-inspected-20250218T210000-6236,{},2025-02-18 21:02:00+00
142,29,16,2,manufactured,Dallas Retail Store #12,32.7767,-96.797,2025-02-25 00:00:00+00,878c8b94344627d1e9e0328dc706d686b487431df84ac9445498d6638686c38d,0000000000000000000000000000000000000000000000000000000000000000,0x39da49c8c6e3ff34c0989b830e8666f00bca71471d3ef957e88c8558a3334e4a,confirmed,unit-29-manufactured-20250225T000000-8532,"{""batch_no"": ""B8135"", ""line"": ""A""}",2025-02-25 00:03:00+00
143,29,24,9,inspected,Tokyo QA Lab,35.6762,139.6503,2025-02-26 14:00:00+00,58a2b4782934504e4e377393a67dd82380e4ba2c4f3deee1fbacc4d215209d8a,878c8b94344627d1e9e0328dc706d686b487431df84ac9445498d6638686c38d,0x8c6e91a530fbd9e689c388f80d9cf2a195f4526c1224558ec77fd6ebf20c8688,confirmed,unit-29-inspected-20250226T140000-9817,"{""inspector_notes"": ""minor defect noted"", ""score"": 91.5}",2025-02-26 14:02:00+00
144,29,24,10,shipped,Mumbai Inspection Center,19.076,72.8777,2025-02-28 18:00:00+00,a80e3338bdba15ccdf701fdfcc2c0fcb3b8ff584f8d4acb2eb855500f350c913,58a2b4782934504e4e377393a67dd82380e4ba2c4f3deee1fbacc4d215209d8a,0x55471288f5e3182f60ccc5cf323fcb357086a2b594fc19960231263322cf7b1a,failed,unit-29-shipped-20250228T180000-5022,"{""carrier"": ""Maersk"", ""container_id"": ""CNT392477""}",2025-02-28 18:03:00+00
145,29,15,4,received,,,,2025-03-04 21:00:00+00,6f15bca8e3ae9bde87217c93316ed72c54e821483deb18769289dea694c99bb8,a80e3338bdba15ccdf701fdfcc2c0fcb3b8ff584f8d4acb2eb855500f350c913,0x0b8f5abffff581a484b0f809436cc833f46f9df80b5aa0f16ff88f7b97aa0f9d,confirmed,unit-29-received-20250304T210000-7209,"{""dock"": ""D16"", ""condition"": ""damaged_minor""}",2025-03-04 21:00:00+00
146,30,7,6,manufactured,,,,2024-09-06 00:00:00+00,7d316acb51c61678e4b91f276a3c800bb5586bdf9dba45a025765b7ba02d1510,0000000000000000000000000000000000000000000000000000000000000000,0xb0591e266babaf2232d4c8e64e32ff9f9e9e815d57a7cc59fd7d6128e6a45e9c,confirmed,unit-30-manufactured-20240906T000000-6576,"{""batch_no"": ""B5526"", ""line"": ""C""}",2024-09-06 00:02:00+00
147,30,1,9,inspected,Chicago Regional Warehouse,41.8781,-87.6298,2024-09-06 14:00:00+00,8657135492fe88a3a501f3cab2f10dfdbc54833c94b962108ec30029c92d156f,7d316acb51c61678e4b91f276a3c800bb5586bdf9dba45a025765b7ba02d1510,0xb7f9cd14ab22688d84fba138a751f9caaa61123f33250c78f4f74ba766f73005,confirmed,unit-30-inspected-20240906T140000-4954,"{""inspector_notes"": ""minor defect noted"", ""score"": 93.3}",2024-09-06 14:02:00+00
148,31,7,6,received,New York Fulfillment Center,40.7128,-74.006,2024-03-14 10:00:00+00,81950727b359f38a35ba9c9eb7a056be9f1d4da793c525db01151328b5cda9af,0000000000000000000000000000000000000000000000000000000000000000,0x3840d1041f7feb3c93f427d1037a2e9dfd7c82849d861a275e67581113dd558a,confirmed,unit-31-received-20240314T100000-6231,{},2024-03-14 10:01:00+00
149,31,16,8,manufactured,Singapore Logistics Hub,1.3521,103.8198,2024-12-19 00:00:00+00,fe6a50293e6275e6a0cd7744793932da3bd1183f7c8bb9f931a2627993dd76a3,0000000000000000000000000000000000000000000000000000000000000000,0xd825a5b9f35cbcd7b5b43287b51e33baed1313879199002c21645bca2532675f,confirmed,unit-31-manufactured-20241219T000000-2524,"{""batch_no"": ""B7625"", ""line"": ""C""}",2024-12-19 00:05:00+00
150,31,8,5,inspected,Tokyo QA Lab,35.6762,139.6503,2024-12-21 03:00:00+00,f1171ce7e64b21e8531dec88105a54e87a158497d485dcab5a306593adda3af1,fe6a50293e6275e6a0cd7744793932da3bd1183f7c8bb9f931a2627993dd76a3,0xafb27a0045b29bc64aee8ad69ba5ece9dd743bd00385f8ae48d60584e7297afa,confirmed,unit-31-inspected-20241221T030000-8753,"{""inspector_notes"": ""minor defect noted"", ""score"": 91.4}",2024-12-21 03:05:00+00
151,32,12,8,manufactured,Mumbai Inspection Center,19.076,72.8777,2024-06-18 00:00:00+00,87582679ac0db68360f053de921facbffa6ec3c66598a8c1e0a9b639a45695b5,0000000000000000000000000000000000000000000000000000000000000000,0x1b9e0ef77aaa4a4a0554b2834093f167ed7b9c9c3988bf1ff2f607b80c3b7910,confirmed,unit-32-manufactured-20240618T000000-5118,"{""batch_no"": ""B4155"", ""line"": ""B""}",2024-06-18 00:03:00+00
152,32,12,3,received,Mumbai Inspection Center,19.076,72.8777,2024-06-18 15:00:00+00,40c7189b97399bbd1dd70cbb7d69e9ce716d0c79536820ae59f1738b0148a184,bcfc85f6dbfb2ae02898c8db8bc0c231f2ed9802e65e25b5b4ece7804abdbcf2,,pending,unit-32-received-20240618T150000-9751,"{""dock"": ""D2"", ""condition"": ""good""}",2024-06-18 15:04:00+00
153,32,4,9,inspected,,,,2024-06-19 03:00:00+00,9ae27246a99a7122fbfa17d2c8a294cd6b0e52149e472a6cfdeba24a28294312,87582679ac0db68360f053de921facbffa6ec3c66598a8c1e0a9b639a45695b5,0x1da88b719783271773541df73f72c42f9434ff4736463ee333a153af54e1b79d,confirmed,unit-32-inspected-20240619T030000-4138,"{""inspector_notes"": ""minor defect noted"", ""score"": 89.1}",2024-06-19 03:04:00+00
154,32,19,9,shipped,New York Fulfillment Center,40.7128,-74.006,2024-06-21 08:00:00+00,bcfc85f6dbfb2ae02898c8db8bc0c231f2ed9802e65e25b5b4ece7804abdbcf2,9ae27246a99a7122fbfa17d2c8a294cd6b0e52149e472a6cfdeba24a28294312,0x467e4a7055591e5b1979d8252b2db19d8906cb01ad3204226ab13d4152de9fbc,failed,unit-32-shipped-20240621T080000-2647,"{""carrier"": ""DHL"", ""container_id"": ""CNT338533""}",2024-06-21 08:01:00+00
155,32,18,5,sold,Sao Paulo Depot,-23.5505,-46.6333,2024-06-21 08:00:00+00,81d9ac769784e82e59049af206e7d4208c24b8d8811ea8bd0b73bb50333b1272,40c7189b97399bbd1dd70cbb7d69e9ce716d0c79536820ae59f1738b0148a184,,pending,unit-32-sold-20240621T080000-9042,"{""order_id"": ""ORD11607"", ""channel"": ""wholesale""}",2024-06-21 08:03:00+00
156,32,16,6,shipped,Mexico City Assembly Plant,19.4326,-99.1332,2025-04-23 23:00:00+00,6a29ef1d6ad82f9d2c6422de35354158f930a827c7f9b33eec6a849c455a9317,0000000000000000000000000000000000000000000000000000000000000000,0xa2e0ba530cc3e8c391a746cde341029e2f33f1c775e3605e52cbace04dcc3042,confirmed,unit-32-shipped-20250423T230000-2996,{},2025-04-23 23:00:00+00
157,33,16,5,received,Singapore Logistics Hub,1.3521,103.8198,2024-01-12 02:00:00+00,57f10494e28cfbdea5a1042101724aa5d276eab8d3da3456843e0eec4131e388,122272acd6328b2516f1515cd27b426239b94f34799b610c26922060b50cb68c,0x0599256f2ced72b307a545cbe7f5c2fe6f6f81dba540958d6ce4707ce186e955,confirmed,unit-33-received-20240112T020000-9281,{},2024-01-12 02:01:00+00
158,33,18,8,received,Mumbai Inspection Center,19.076,72.8777,2024-01-19 20:00:00+00,369efde167840033730451abd50157498a85b9f54b7edc218acefcd138b55a87,0000000000000000000000000000000000000000000000000000000000000000,,simulated,unit-33-received-20240119T200000-6848,{},2024-01-19 20:02:00+00
159,33,4,4,inspected,,,,2024-03-12 07:00:00+00,122272acd6328b2516f1515cd27b426239b94f34799b610c26922060b50cb68c,369efde167840033730451abd50157498a85b9f54b7edc218acefcd138b55a87,0xda887a0ab2441d14a2b2880fe35ec120e2f396c44c37dcff2cb442715411228a,confirmed,unit-33-inspected-20240312T070000-1430,{},2024-03-12 07:00:00+00
160,33,16,8,manufactured,Hamburg Container Yard,53.5511,9.9937,2024-08-28 00:00:00+00,94309297aba579f31a070a0ac3c7823dd9885efb12418e24cd6be5f955400669,0000000000000000000000000000000000000000000000000000000000000000,0x1b6717db93c5891bbc08f33e87045151bdff64bdc83cb2ec8fd31583a3ee99a2,confirmed,unit-33-manufactured-20240828T000000-1841,"{""batch_no"": ""B8827"", ""line"": ""A""}",2024-08-28 00:03:00+00
161,33,3,7,inspected,Singapore Logistics Hub,1.3521,103.8198,2024-08-28 13:00:00+00,8504fbdb4b03beb534decad976de4ed041ccb54c4d99f1fb5b30f98b05af0af7,94309297aba579f31a070a0ac3c7823dd9885efb12418e24cd6be5f955400669,0xb43856afcb6c88135ea943b135fdd17a3983ac7b144e3dee1e025aade22660c9,confirmed,unit-33-inspected-20240828T130000-1878,"{""inspector_notes"": ""passed with rework"", ""score"": 99.2}",2024-08-28 13:02:00+00
162,33,3,4,shipped,Los Angeles Port Terminal,33.7406,-118.2706,2024-09-01 18:00:00+00,c81770f792621324117cb0b38235c5c9e5758ce61d17c9b51138bae93f947d48,8504fbdb4b03beb534decad976de4ed041ccb54c4d99f1fb5b30f98b05af0af7,0x21dd8190cf9f2a97aacd149fd9d485b439c2973d433d956478757f680568f399,confirmed,unit-33-shipped-20240901T180000-4697,"{""carrier"": ""UPS"", ""container_id"": ""CNT572398""}",2024-09-01 18:04:00+00
163,33,15,10,received,Shenzhen Factory Floor 2,22.5431,114.0579,2024-10-13 14:00:00+00,85049c71228e673804eeb74c7b2f151d9b860e50c36abd2791e6d1a5775df559,57f10494e28cfbdea5a1042101724aa5d276eab8d3da3456843e0eec4131e388,0x5f2858960db966de18d34b93a6082c9f93486c436c12fb97c4b288d52da5514f,confirmed,unit-33-received-20241013T140000-6049,{},2024-10-13 14:03:00+00
164,34,21,4,inspected,Shenzhen Factory Floor 2,22.5431,114.0579,2024-02-21 13:00:00+00,f28abbdc770c73e8088e7287d82aee774fc083e0dda33b7287382d54a8ae1979,b9f118c359f94bc7794dbb4db00efbc2918319b0e0ef9b33ad3c4d2f5c16703d,,pending,unit-34-inspected-20240221T130000-8739,{},2024-02-21 13:02:00+00
165,34,19,7,manufactured,Mumbai Inspection Center,19.076,72.8777,2024-06-01 00:00:00+00,d687b1ba07061450e5ccf9bb0b4f76a555394afa1ca8b42188c06547351f16b8,0000000000000000000000000000000000000000000000000000000000000000,,simulated,unit-34-manufactured-20240601T000000-2625,"{""batch_no"": ""B4404"", ""line"": ""C""}",2024-06-01 00:03:00+00
166,34,7,5,inspected,Tokyo QA Lab,35.6762,139.6503,2024-06-01 14:00:00+00,88eefd947aab922aeca80a5f6fe40bb2af34c12098941512aa5cf5fa1dd8dd33,d687b1ba07061450e5ccf9bb0b4f76a555394afa1ca8b42188c06547351f16b8,0x0b6a63e0fa83e062f8e939fe18a4333ce2a09ec12dcdd263bd64f01dba068aed,confirmed,unit-34-inspected-20240601T140000-3573,"{""inspector_notes"": ""passed with rework"", ""score"": 86.1}",2024-06-01 14:02:00+00
167,34,10,8,received,Los Angeles Port Terminal,33.7406,-118.2706,2024-06-05 03:00:00+00,3a6bf6fa1a63f701ead84f233a48556cee4812aaac24c0f471f50512f86e5914,9e8e5b25264e2f3c7d79d18f799c092d35159b3c42b7f6fecb17cc007c54802a,0xd727bb629d847d2da168573d0ec95c5d30300dcfba7aa0e82e53ef2df8ac3c6f,confirmed,unit-34-received-20240605T030000-5334,"{""dock"": ""D19"", ""condition"": ""good""}",2024-06-05 03:03:00+00
168,34,1,7,shipped,Singapore Logistics Hub,1.3521,103.8198,2024-06-06 08:00:00+00,9e8e5b25264e2f3c7d79d18f799c092d35159b3c42b7f6fecb17cc007c54802a,88eefd947aab922aeca80a5f6fe40bb2af34c12098941512aa5cf5fa1dd8dd33,,pending,unit-34-shipped-20240606T080000-5771,"{""carrier"": ""DHL"", ""container_id"": ""CNT841296""}",2024-06-06 08:05:00+00
169,34,18,6,inspected,Tokyo QA Lab,35.6762,139.6503,2024-09-01 16:00:00+00,b9f118c359f94bc7794dbb4db00efbc2918319b0e0ef9b33ad3c4d2f5c16703d,0000000000000000000000000000000000000000000000000000000000000000,0xbd8c00bf46dafc5451506f5f972200d4abb9c49c81b022e57aa53834bedcafff,confirmed,unit-34-inspected-20240901T160000-3837,{},2024-09-01 16:04:00+00
170,35,4,9,manufactured,Chicago Regional Warehouse,41.8781,-87.6298,2024-08-05 00:00:00+00,931f3dfdc07281fb0154c0c5d0147de14c6b1687c44e9e2ba17e8926613a4f35,0000000000000000000000000000000000000000000000000000000000000000,0x17846e07b08950fae04c928a2ef4f056a5a924b0dd0d05e3f6ab09d0c61c8a7c,failed,unit-35-manufactured-20240805T000000-5352,"{""batch_no"": ""B2169"", ""line"": ""A""}",2024-08-05 00:01:00+00
171,35,6,5,inspected,New York Fulfillment Center,40.7128,-74.006,2024-08-06 16:00:00+00,cd2ef324c8976e8b6c5ed158ff3c3b1f43c9cf8c6dea576e8de6023deb9c4a72,931f3dfdc07281fb0154c0c5d0147de14c6b1687c44e9e2ba17e8926613a4f35,,pending,unit-35-inspected-20240806T160000-8195,"{""inspector_notes"": ""passed with rework"", ""score"": 89.6}",2024-08-06 16:02:00+00
172,35,18,6,shipped,Tokyo QA Lab,35.6762,139.6503,2025-01-30 23:00:00+00,ee8537defb55fb4c52939d5fb72c0343c7c66e4196190a9374f26b7fa0f7b31f,0000000000000000000000000000000000000000000000000000000000000000,0x50a32d7bb3eb8adf6e4aff5527515cce5469c1d1edd0ecf8257881d985997a1c,confirmed,unit-35-shipped-20250130T230000-5331,{},2025-01-30 23:02:00+00
173,35,13,6,received,,,,2025-02-15 04:00:00+00,d20c9f17ef3c0136b2d237bc0d56fd8904eecb3b93758381e12da08ce46a4c02,ee8537defb55fb4c52939d5fb72c0343c7c66e4196190a9374f26b7fa0f7b31f,,simulated,unit-35-received-20250215T040000-5712,{},2025-02-15 04:04:00+00
174,36,20,10,shipped,Los Angeles Port Terminal,33.7406,-118.2706,2024-03-06 03:00:00+00,73fcdced0d1fcd116ef3af2ce47db857d330cd52051a43ed6da5122e06aee9da,0000000000000000000000000000000000000000000000000000000000000000,0xbcc529ad97b607bc700e675a24df479c903fc74a0e8c3852ce0a5dd81dcc88c7,confirmed,unit-36-shipped-20240306T030000-6555,{},2024-03-06 03:05:00+00
175,36,7,10,sold,Mexico City Assembly Plant,19.4326,-99.1332,2024-03-17 05:00:00+00,2156e77e90b521c829267c40744df4970f319f1aa88e2f7a0092aff0e42f1683,c95516d0e628bb00fd83af5db32a4aa2da39b7b6ba46777116aad4cff9fad197,0x1ef032e0c6b539cdce6b5032a4fc648e58e3c206feed52ed7c3802a8c280ea6a,confirmed,unit-36-sold-20240317T050000-9525,{},2024-03-17 05:01:00+00
176,36,5,2,shipped,New York Fulfillment Center,40.7128,-74.006,2025-01-14 18:00:00+00,c95516d0e628bb00fd83af5db32a4aa2da39b7b6ba46777116aad4cff9fad197,73fcdced0d1fcd116ef3af2ce47db857d330cd52051a43ed6da5122e06aee9da,0x1e37340856680ea8074b39b5682c99e29ee0f850004ccf65102bcc03839e38ab,confirmed,unit-36-shipped-20250114T180000-1831,{},2025-01-14 18:03:00+00
177,36,9,9,manufactured,Mexico City Assembly Plant,19.4326,-99.1332,2025-04-27 00:00:00+00,dcd917339e476088f82799811a1280b692484cc1995e4621ea31349ec5c3b7f8,0000000000000000000000000000000000000000000000000000000000000000,,pending,unit-36-manufactured-20250427T000000-8172,"{""batch_no"": ""B1653"", ""line"": ""B""}",2025-04-27 00:02:00+00
178,36,24,6,inspected,New York Fulfillment Center,40.7128,-74.006,2025-04-28 12:00:00+00,e6bf653599db3be581a0990478e3e9b2a364c42d9436aa22efda30a5d8f699e2,dcd917339e476088f82799811a1280b692484cc1995e4621ea31349ec5c3b7f8,,pending,unit-36-inspected-20250428T120000-1423,"{""inspector_notes"": ""passed with rework"", ""score"": 97.5}",2025-04-28 12:01:00+00
179,36,19,10,shipped,Shenzhen Factory Floor 2,22.5431,114.0579,2025-04-30 04:00:00+00,20a8b46a0df8559a4b2c61880c082c970f83c45ea28061c4d8c04d5638094e8b,e6bf653599db3be581a0990478e3e9b2a364c42d9436aa22efda30a5d8f699e2,0x6ec0db93a6044919b792df5bf807eb218eeecaa6acc59f8fdebdff629895f593,confirmed,unit-36-shipped-20250430T040000-1659,"{""carrier"": ""FedEx"", ""container_id"": ""CNT593355""}",2025-04-30 04:03:00+00
180,36,17,8,received,Mumbai Inspection Center,19.076,72.8777,2025-04-30 09:00:00+00,9dede28fb73f564e9b6234c205895370408cb06ce86767cc174018bea1741991,20a8b46a0df8559a4b2c61880c082c970f83c45ea28061c4d8c04d5638094e8b,0x2fff24925701e41cdbdb9f9a234e31b5f535a504cb76666caf9400174d362f14,confirmed,unit-36-received-20250430T090000-8141,"{""dock"": ""D16"", ""condition"": ""good""}",2025-04-30 09:02:00+00
181,37,14,6,manufactured,Hamburg Container Yard,53.5511,9.9937,2024-06-27 00:00:00+00,2378850e5b2f486ac7f010b4cac4948a75ecc2efcfb09b9be047a3db6384ed9e,0000000000000000000000000000000000000000000000000000000000000000,0xfee16e1262bc403151c12fdcf68aba0b9714b783bd4a87b38eb32bfb836f025c,confirmed,unit-37-manufactured-20240627T000000-3634,"{""batch_no"": ""B9117"", ""line"": ""B""}",2024-06-27 00:02:00+00
182,37,22,7,inspected,,,,2024-06-27 08:00:00+00,50efc02b3a20f95ef7bca397bc5fd465426f5c5e5cab8c4d45a63395963bb74a,2378850e5b2f486ac7f010b4cac4948a75ecc2efcfb09b9be047a3db6384ed9e,,pending,unit-37-inspected-20240627T080000-8451,"{""inspector_notes"": ""minor defect noted"", ""score"": 89.8}",2024-06-27 08:05:00+00
183,37,25,7,shipped,Mexico City Assembly Plant,19.4326,-99.1332,2024-06-27 08:00:00+00,e70e066b96ff56597dd12932887bfb3e4efa90ae5f3f7abc2a95e8479ae75da8,50efc02b3a20f95ef7bca397bc5fd465426f5c5e5cab8c4d45a63395963bb74a,0x1f6adb141bab5719064b0a19aaa8cbcf483f1773b79922ec11ba9ac0ac7f2d80,confirmed,unit-37-shipped-20240627T080000-9889,"{""carrier"": ""Maersk"", ""container_id"": ""CNT296694""}",2024-06-27 08:05:00+00
184,37,17,6,received,New York Fulfillment Center,40.7128,-74.006,2024-07-05 09:00:00+00,8637f1aac80a8683756732e710c47d9f165d91fa3b34b644741fb9151b691f40,e70e066b96ff56597dd12932887bfb3e4efa90ae5f3f7abc2a95e8479ae75da8,0xc6237c317715e0f5b182f0883ef35a699906eca7b5985602d3082d78072a300f,confirmed,unit-37-received-20240705T090000-8242,"{""dock"": ""D7"", ""condition"": ""damaged_minor""}",2024-07-05 09:05:00+00
185,37,15,9,shipped,Rotterdam Distribution Hub,51.9244,4.4777,2024-11-09 02:00:00+00,67096be5362b86c460008447fa00f5faf23a388d6cb2306ded169365f223cc60,0000000000000000000000000000000000000000000000000000000000000000,,simulated,unit-37-shipped-20241109T020000-7523,{},2024-11-09 02:03:00+00
186,37,6,10,inspected,Tokyo QA Lab,35.6762,139.6503,2025-04-04 12:00:00+00,6076dafecb55db5181f662351a19ba6acd685642805a105756de542423eec4c6,67096be5362b86c460008447fa00f5faf23a388d6cb2306ded169365f223cc60,0x50c445d2b90668104a7c42f67e6f7c4433841fbe43a5ba0304453c66f65b057f,confirmed,unit-37-inspected-20250404T120000-9442,{},2025-04-04 12:04:00+00
187,38,10,8,manufactured,Sao Paulo Depot,-23.5505,-46.6333,2024-03-08 00:00:00+00,9a5e5dc32e75aee9d356c5b8c9a6916c41a4627519369f2cedf4861f8fe43304,0000000000000000000000000000000000000000000000000000000000000000,,pending,unit-38-manufactured-20240308T000000-2989,"{""batch_no"": ""B4920"", ""line"": ""C""}",2024-03-08 00:01:00+00
188,38,6,5,inspected,Mexico City Assembly Plant,19.4326,-99.1332,2024-03-08 05:00:00+00,940cc9b34e45c8cc658b9119def3af0973af90a71c83fb4a0927daaad508284f,9a5e5dc32e75aee9d356c5b8c9a6916c41a4627519369f2cedf4861f8fe43304,,pending,unit-38-inspected-20240308T050000-7684,"{""inspector_notes"": ""passed"", ""score"": 91.9}",2024-03-08 05:02:00+00
189,38,4,3,shipped,Singapore Logistics Hub,1.3521,103.8198,2024-03-11 10:00:00+00,10fb4598636d957e413919344b2c7cc5547f8a80a54a67ec6e7515c0e8151b98,940cc9b34e45c8cc658b9119def3af0973af90a71c83fb4a0927daaad508284f,0xf312b1a987665e241095e67d13f06e0f1dfc5218fefb0aac51a61d396a6f588e,confirmed,unit-38-shipped-20240311T100000-9337,"{""carrier"": ""UPS"", ""container_id"": ""CNT975271""}",2024-03-11 10:03:00+00
190,38,24,3,sold,Los Angeles Port Terminal,33.7406,-118.2706,2024-03-14 12:00:00+00,2a7c42bddc48655073039cf772ce3b5c824e4b0fa1d3cb2d3f86af2a8eff5837,b7b854c48d62c92f48325d9fbe5f8951b45007f27ff685752e9163cb085f4bff,0xd00c29a73609aa0040e46309759b7a321140eeff17a0b8d18f50a0552221121d,confirmed,unit-38-sold-20240314T120000-7798,"{""order_id"": ""ORD76550"", ""channel"": ""online""}",2024-03-14 12:02:00+00
191,38,16,8,received,Chicago Regional Warehouse,41.8781,-87.6298,2024-03-15 18:00:00+00,b7b854c48d62c92f48325d9fbe5f8951b45007f27ff685752e9163cb085f4bff,10fb4598636d957e413919344b2c7cc5547f8a80a54a67ec6e7515c0e8151b98,0x246a552f2a9020eb70c2a6ecf42fdf6b2fce1de572094dc1e3eb059561ee0863,confirmed,unit-38-received-20240315T180000-3369,"{""dock"": ""D20"", ""condition"": ""good""}",2024-03-15 18:03:00+00
